"","post_username","post_ID","post_comment","message_ID","sentiment","DatetimeSF","DatetimeSG","DateSG","Hour","Dayofweek","wordcount","mean","vNegTerms","negTerms","posTerms","vPosTerms"
"110","Grab","2.3e+14","Hi, You should see a popup notification when you open your Grab app. Alternatively, you can go to your Notifications tab to view it. Once you tap on Opt in now, you will be redirected to a site that will require you to input your details. Kindly ensure that you provide the correct information to enjoy next week's promo!","874134379405214_874472756038043","neutral",2017-08-18 10:09:04,2017-08-19 02:09:04,"2017-8-19",2,6,59,1.5,0,0,2,0
"111","Grab","2.3e+14","Hi, Grabhitch is currently experiencing a technical issue as of now. Our engineers are working on it to resolve the issue asap. We are sorry for any inconvenience caused. Thanks.","874134379405214_876045022547483","neutral",2017-08-21 13:43:54,2017-08-22 05:43:54,"2017-8-22",5,2,30,0.25,0,2,2,0
"112","Hazel Seng","1.02e+16","Opt in TO get $4 off or Opt in (is there a catch) AND get $4 off. Please advise on terms and conditions.","874134379405214_874339346051384","neutral",2017-08-18 02:50:25,2017-08-18 18:50:25,"2017-8-18",18,5,23,1,0,0,1,0
"113","James Tan","1.95e+15","What are we opting in to? Where can i find the link to the Terms and Conditions? Am I opting in to be contacted by Grab for marketing purposes?","874134379405214_874338042718181","neutral",2017-08-18 02:46:38,2017-08-18 18:46:38,"2017-8-18",18,5,29,0,0,0,0,0
"114","Wong Tai Yu","1.02e+16","Hi, What are we opting in for? i do not see and couldn't find any links to the terms and conditions..","874134379405214_874353092716676","neutral",2017-08-18 03:45:54,2017-08-18 19:45:54,"2017-8-18",19,5,21,0,0,0,0,0
"115","Ammar Lulla","2.18e+15","limited to 50k who opt in  but where is the survey? haven't received any notification","874134379405214_874348312717154","neutral",2017-08-18 03:25:02,2017-08-18 19:25:02,"2017-8-18",19,5,16,-1,0,1,0,0
"116","Peter Chua","1.02e+16","i told u i cant see any pop up n cant redeem. no one replied. thanks, grab for the way u handle feedback","874134379405214_874743486010970","neutral",2017-08-19 00:40:43,2017-08-19 16:40:43,"2017-8-19",16,6,23,2,0,1,1,0
"117","Elynn Goh","1.02e+16","Hi may I know what's the point of the promo code when grab increases the price ridiculously ? I take grab at least twice a day but sometimes I rather take uber.","874134379405214_874400839378568","neutral",2017-08-18 06:38:37,2017-08-18 22:38:37,"2017-8-18",22,5,32,0,0,0,0,0
"118","Sandra Tj","1.02e+16","Clicked the link and redirected to Grab app but no Opt In option ","874134379405214_874390656046253","neutral",2017-08-18 06:02:37,2017-08-18 22:02:37,"2017-8-18",22,5,14,0,0,1,0,0
"119","Amy Ngu","1.02e+16","Appreciate that grab has come up with promo code for commuters but what is the point of giving us the code while increasing the price? I am a regular grab rider. I took the ride everyday same timing same route, and the ride cost starting from $6... and it's $7.50 now!","874134379405214_874403639378288","neutral",2017-08-18 06:43:38,2017-08-18 22:43:38,"2017-8-18",22,5,51,2,0,0,1,0
"120","Eric Ang","1.02e+16","Er so the opt in is to opt in to get the discount party? Or opt in to use grab pay? Or opt in to only use grab. Very confusing.   While I have the code, I thought I would know what I'm opting myself into today, but apparently no further news on what was being opted into.  I think a lot of people are professional so here and such words like Opt in is considered as T&C that could be legally binding. Furthermore, you're replies had been confusing and not directly addressing their concerns.  While i would enjoy the code, Do explain clearly what Is being ""opted"" into.  Thanks","874134379405214_875584339260218","negative",2017-08-20 17:37:40,2017-08-21 09:37:40,"2017-8-21",9,1,109,0.25,0,3,4,0
"121","Sarah Yeo","1.02e+16","Hi Grab this week I didn't receive notification on top to get $4 off. I have topping seeking to get this promo. Also I cannot find the opt in option. Please help....","874134379405214_875323125953006","neutral",2017-08-20 05:41:10,2017-08-20 21:41:10,"2017-8-20",21,0,32,1.66666666666667,0,0,3,0
"122","Sabrina Cher","1.02e+16","Hi Grab, I have sent several emails and also pm regarding 3 of my trips where I had keyed in the promo codes and even attached screenshots to prove it but till now no respond.  This is too irresponsible. And you are only selective replying","874134379405214_874433522708633","negative",2017-08-18 08:28:05,2017-08-19 00:28:05,"2017-8-19",0,6,45,2,0,1,1,0
"123","Ankita Prashant","1.02e+16","I clicked yes and there was a pop up which said I have to use some code to use this promo.... I just forgot the code can u send me the code","874134379405214_874409966044322","neutral",2017-08-18 07:08:34,2017-08-18 23:08:34,"2017-8-18",23,5,32,1,0,0,1,0
"124","Qin Yi","1.02e+16","Hi, the promo code wasn't applied despite being inserted upon booking. Was charged the full fare without the $4 off. Have already lodged for help via the app but no response. Would appreciate some help here. Thanks.","874134379405214_879165515568767","neutral",2017-08-27 06:45:26,2017-08-27 22:45:26,"2017-8-27",22,0,37,1.6,0,1,4,0
"125","Soh Feng Qun","1.02e+16","Hi, I successfully opted in for YES promotion, applied the promo before I booked, but was still charged the full amount. I have sent in my query through the grab app twice since last week but no response , please rectify this. Have PMed you already","874134379405214_878561488962503","neutral",2017-08-26 01:02:40,2017-08-26 17:02:40,"2017-8-26",17,6,46,0.666666666666667,0,1,2,0
"126","Tan Guodong","1.02e+16","Hi, may I suggest that for Grabhitch, put a restriction to a maximum of 2 passengers on the car? It has been terrible when some drivers squeeze in so many passengers in the car sending them to different locations.","874134379405214_878536528964999","neutral",2017-08-26 00:08:10,2017-08-26 16:08:10,"2017-8-26",16,6,39,-2.5,0,2,0,0
"127","WeNda Bsk","1.02e+16","Hi pls help! Error and I can't apply promo and I didn't book any but they looking hitch drivers for me now and I can't delete as no records shown","874134379405214_876061909212461","neutral",2017-08-21 14:17:49,2017-08-22 06:17:49,"2017-8-22",6,2,30,0,0,2,1,0
"128","Siva Balan","1.8e+15","What's the point of giving promos when u hike the price up makes no difference. On top of that u have peak charge on more frequent then ever. Morning to late night also have. Been monitoring 8/10 times  throughout the day u are on high demand. Legit? Stop playing cheap tricks . please think of a better plan..","874134379405214_875727939245858","negative",2017-08-21 00:45:55,2017-08-21 16:45:55,"2017-8-21",16,1,58,0.6,0,3,3,0
"129","Angeline Shininedes","2.13e+15","Didn't receive any notification. Restarted my phone twice, and restart the app once. Nothing. Lost my card details, and now I have to pay $1 to add it back in. Grab please assist.","874134379405214_874472889371363","neutral",2017-08-18 10:09:31,2017-08-19 02:09:31,"2017-8-19",2,6,33,-0.666666666666667,0,1,1,0
"130","Raymond Teo","1.89e+15","No link to terms and conditions. Kinda fishy.   The below copy and paste reply sure come out.   Hi! From 18 Aug (10am)  20 Aug (6pm), you will receive a notification with the $4 off next week offer. If you want the offer,  you'll have to claim it by clicking on the opt in now button. This will lead to a survey link where you can opt in.  If you successfully opted in, you'll receive an email & inapp notification at 6am on 21 August with the redemption instructions.","874134379405214_874426759375976","neutral",2017-08-18 08:18:22,2017-08-19 00:18:22,"2017-8-19",0,6,89,1,0,1,1,0
"131","Niti KothariShah","1.02e+16","Hi grab! I've stopped topping up coz every time I try to book your prices are ridiculous and uber is less than half the price. Why the crazy surge prices pretty much all day Long? Uber with surge is also half the price ...I was a loyal grab customer, please reduce the prices so we can use grab more often! Thanks","874134379405214_874406096044709","negative",2017-08-18 06:52:55,2017-08-18 22:52:55,"2017-8-18",22,5,61,0.142857142857143,0,3,4,0
"132","Abigail TayHendricks","1.02e+16","Dear grab.   You know the last time I Top up was my First and last time.   Not only was it difficult to get a cab as its forever on search mood..  Not like it was much cheaper..  From Heeren to woodlands $22/ not much different from my usual uber ride.  Then I have balance $8 in my grab credit.   In order to use off this small amount I want to use for short distance But short distance your driver don't want to take..   So can I have my balance credit back to me cause I'm not interested to do with any of your Top up promotion.   Like I mention that was my first and my last.   Unless your company made it more flexible that after deducting the grabpay the rest can top up by cash or other payment.   If not please.  Give me back the balance.   Thank you.","874134379405214_874386706046648","negative",2017-08-18 05:47:21,2017-08-18 21:47:21,"2017-8-18",21,5,148,1.16666666666667,0,1,9,0
"133","Suresh Sharma","1.02e+16","I did mine and was successful !! Thanks grab ! Promo has been so useful for me as I take grab very frequently and has helped me to save big $$$ ... awesome service grab ! Thanks !","874134379405214_874364566048862","positive",2017-08-18 04:32:36,2017-08-18 20:32:36,"2017-8-18",20,5,38,2.28571428571429,0,0,6,1
"134","Desmond Tan","1.02e+16","I keyed in promo code and there was a congrats notification saying I will get the discount. However I was still charged the full fare. Please explain grab what is going on. Is your promo even working","874134379405214_876081392543846","neutral",2017-08-21 15:12:29,2017-08-22 07:12:29,"2017-8-22",7,2,37,1,0,0,2,0
"135","Surya Shalini","1.47e+15","Msg me now grab its urgent","873889576096361_874114809407171","neutral",2017-08-17 14:19:24,2017-08-18 06:19:24,"2017-8-18",6,5,6,-1,0,1,0,0
"136","Ankush Gupta","1.54e+15","Perfect client to work...working on their many different requirements","873889576096361_873939362758049","positive",2017-08-17 06:06:59,2017-08-17 22:06:59,"2017-8-17",22,4,9,3,0,0,1,0
"137","Yee Adeline","9.69e+14","Let us go for.it! Any audition?","873889576096361_873955679423084","positive",2017-08-17 07:08:27,2017-08-17 23:08:27,"2017-8-17",23,4,6,0,0,0,0,0
"138","Patrick Sun","2.34e+15","0","873889576096361_873981759420476","neutral",2017-08-17 08:57:55,2017-08-18 00:57:55,"2017-8-18",0,5,0,0,0,0,0,0
"139","Bob Liu","1.17e+14","0","873889576096361_878816095603709","neutral",2017-08-26 14:38:39,2017-08-27 06:38:39,"2017-8-27",6,0,0,0,0,0,0,0
"140","Fred Fred","6.48e+14","So funny","873889576096361_874141802737805","positive",2017-08-17 15:40:21,2017-08-18 07:40:21,"2017-8-18",7,5,2,4,0,0,0,1
"141","Devi B Sutha","1.3e+14","Sakthiganesh Pillai","873889576096361_874633539355298","neutral",2017-08-18 17:54:05,2017-08-19 09:54:05,"2017-8-19",9,6,2,0,0,0,0,0
"142","Seah Martin Stephen","1.02e+16","Could include transaction history function for your GrabPay for us to manage our credit balance and verify payment deducted? Thanks","873887572763228_877162962435689","neutral",2017-08-23 14:29:17,2017-08-24 06:29:17,"2017-8-24",6,4,20,2,0,0,1,0
"143","Tan Ai Lian","1.02e+16","Hi! Your help center cannot submit anything n I email for u no answer.","873483489470303_876271099191542","neutral",2017-08-21 23:32:48,2017-08-22 15:32:48,"2017-8-22",15,2,14,2,0,1,1,0
"144","Jaslyn Sarah Toh","1.02e+16","Is your app down again? What's the use of topping up credits when I cant use it","873483489470303_873556526129666","neutral",2017-08-16 10:17:55,2017-08-17 02:17:55,"2017-8-17",2,4,17,0,0,0,0,0
"145","Angeline Geeriff EloBright","1.52e+15","Grab, appreciate if you could respond to issues faster. I paid cash of 10 to your grab driver when the system reflected 3 only after I alighted. And this was sent to your customer service for refund, still pending for answer. Uber responds within the day or 2 to such issues. And similarly, it's cash issues. Can you let me know what happen?  My review ticket no. Is 23101059","873483489470303_874286386056680","neutral",2017-08-17 23:18:41,2017-08-18 15:18:41,"2017-8-18",15,5,69,2,0,1,1,0
"146","Wen Wen","1.72e+15","What is wrong with your app?","873483489470303_873553809463271","negative",2017-08-16 10:10:49,2017-08-17 02:10:49,"2017-8-17",2,4,6,-2,0,1,0,0
"147","Kelvino Lee","1.02e+16","0","873483489470303_873550656130253","neutral",2017-08-16 10:01:44,2017-08-17 02:01:44,"2017-8-17",2,4,0,0,0,0,0,0
"148","Lydia Wade","1.02e+16","Lunch! And weekends :) I love the promotions and was a little sad when my 4CREDITS promo code is no longer available to me. How can I get it back? Is #Grab launching it again?","873483489470303_873838559434796","positive",2017-08-16 23:44:19,2017-08-17 15:44:19,"2017-8-17",15,4,35,0.5,0,2,1,0
"149","Habib Noh","1.87e+15","On any days where you have a 7 dollar off discount. Even if its peek period  Use code ""7OFF""","873483489470303_873490686136250","positive",2017-08-16 06:35:21,2017-08-16 22:35:21,"2017-8-16",22,3,20,0,0,0,0,0
"150","Tan Lay Bee","1.02e+16","Monday to Wednesday not peak hours . Fridays, Saturdays & Sundays fares are very expensive even though with promo code","873483489470303_873489266136392","neutral",2017-08-16 06:27:42,2017-08-16 22:27:42,"2017-8-16",22,3,20,0,0,0,0,0
"151","Koh Corine","1.64e+15","Well when you are in Need. Today system down so take bus","873483489470303_873686736116645","neutral",2017-08-16 15:54:26,2017-08-17 07:54:26,"2017-8-17",7,4,12,0,0,0,0,0
"152","Jovie Lyn","1.02e+16","I grab everyday esp when i am on morning shift at work","873483489470303_874798746005444","neutral",2017-08-19 03:22:32,2017-08-19 19:22:32,"2017-8-19",19,6,12,0,0,0,0,0
"153","Chenchen Li","1.02e+16","Every day when there is Grab Hitch code to have $5 off.. I will no longer be lazy to go work with this:)","873483489470303_873597356125583","positive",2017-08-16 12:13:32,2017-08-17 04:13:32,"2017-8-17",4,4,23,-1,0,2,0,0
"154","Jason Loh","1.02e+16","Any day with promo code is a good day","873483489470303_873519969466655","positive",2017-08-16 08:18:30,2017-08-17 00:18:30,"2017-8-17",0,4,9,3,0,0,1,0
"155","Shenice Shantella Santarina","1.02e+16","Everyday  so please come up with more promotions","873483489470303_873516699466982","positive",2017-08-16 08:01:58,2017-08-17 00:01:58,"2017-8-17",0,4,9,1,0,0,1,0
"156","Chaw Kalyar Myint","1.02e+16","Every weekday  :)","873483489470303_876836985801620","positive",2017-08-23 01:29:37,2017-08-23 17:29:37,"2017-8-23",17,3,4,0,0,0,0,0
"157","Bharathi Sathiyanandan","1.02e+16","Everyday!","873483489470303_873488392803146","positive",2017-08-16 06:22:07,2017-08-16 22:22:07,"2017-8-16",22,3,1,0,0,0,0,0
"158","Devi B Sutha","1.3e+14","Everyday! :) :) ","873483489470303_874633879355264","positive",2017-08-18 17:55:23,2017-08-19 09:55:23,"2017-8-19",9,6,4,0,0,0,0,0
"159","Andy Wee","1.02e+16","Everyday for me, of course promotion has to stay for all.","873483489470303_873845406100778","positive",2017-08-17 00:12:13,2017-08-17 16:12:13,"2017-8-17",16,4,11,0,0,0,0,0
"160","Theresa Ng","1.02e+16","I grab Everyday","873483489470303_873646299454022","neutral",2017-08-16 14:20:10,2017-08-17 06:20:10,"2017-8-17",6,4,3,0,0,0,0,0
"161","Christopher Tay","1.02e+16","Every single day,  yay :)","873483489470303_873503566134962","positive",2017-08-16 07:26:07,2017-08-16 23:26:07,"2017-8-16",23,3,5,0,0,0,0,0
"162","Steve Pang Kian Chong","1.02e+16","Your fare so LOW for drivers... where got favourite day?","873483489470303_873590619459590","negative",2017-08-16 11:54:06,2017-08-17 03:54:06,"2017-8-17",3,4,10,0,0,0,0,0
"163","Saunda Ng","1.02e+16","Monday blues!","873483489470303_873492136136105","neutral",2017-08-16 06:38:24,2017-08-16 22:38:24,"2017-8-16",22,3,2,0,0,0,0,0
"164","Glenn Hurt","1.02e+16","Thirsty Thursday! Or thirsty everyday as I call it....","873483489470303_873505219468130","neutral",2017-08-16 07:33:07,2017-08-16 23:33:07,"2017-8-16",23,3,9,0,0,0,0,0
"165","Daniel Lau","1.02e+16","Monday blues","873483489470303_873608349457817","neutral",2017-08-16 12:35:58,2017-08-17 04:35:58,"2017-8-17",4,4,2,0,0,0,0,0
"166","","1.02e+16","Monday Blue","873483489470303_873497652802220","neutral",2017-08-16 07:00:36,2017-08-16 23:00:36,"2017-8-16",23,3,2,0,0,0,0,0
